"","Pathway","N","DE","P.DE","FDR.DE"
"path:hsa04144","Endocytosis",237,33,0.627834780352207,0.818761374940281
"path:hsa05012","Parkinson disease",238,82,6.73625355704313e-15,3.38737321725597e-13
"path:hsa05020","Prion disease",240,86,9.82113020601867e-17,5.76172972086429e-15
"path:hsa04010","MAPK signaling pathway",248,43,0.118402711384757,0.328171294546728
"path:hsa04151","PI3K-Akt signaling pathway",266,47,0.0841627312514419,0.255390356900927
"path:hsa05016","Huntington disease",274,85,1.70754477854795e-12,7.51319702561098e-11
"path:hsa05165","Human papillomavirus infection",276,39,0.595609415821332,0.80327400141421
"path:hsa05014","Amyotrophic lateral sclerosis",328,88,3.0364947015835e-09,8.22189334582609e-08
"path:hsa05010","Alzheimer disease",335,94,6.48111300180808e-11,2.53483530737383e-09
"path:hsa05022","Pathways of neurodegeneration - multiple diseases",407,103,4.49942866483753e-09,1.05586592668187e-07
"path:hsa05200","Pathways in cancer",427,87,0.000509254469476943,0.00746906555232849
"path:hsa05168","Herpes simplex virus 1 infection",467,52,0.98690017944179,1
"path:hsa01100","Metabolic pathways",1266,245,4.93150385386359e-07,1.08493084784999e-05
