"","Entrez.gene.ID","Gene.symbol","Fold.Change","Adj.P","Gene.ontology"
"166","79789","CLMN",1.10138248825018,0.00415039977495987,"0008285 // negative regulation of cell proliferation // inferred from electronic annotation /// 0031175 // neuron projection development // inferred from electronic annotation"
"167","11227","GALNT5",-0.698885817577215,0.00417416770753186,"0006024 // glycosaminoglycan biosynthetic process // traceable author statement /// 0006486 // protein glycosylation // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0016266 // O-glycan processing // traceable author statement /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement"
"168","4792","NFKBIA",0.761498992368839,0.00420589426406591,"0000060 // protein import into nucleus, translocation // inferred from electronic annotation /// 0002224 // toll-like receptor signaling pathway // traceable author statement /// 0002755 // MyD88-dependent toll-like receptor signaling pathway // traceable author statement /// 0002756 // MyD88-independent toll-like receptor signaling pathway // traceable author statement /// 0006915 // apoptotic process // traceable author statement /// 0007253 // cytoplasmic sequestering of NF-kappaB // inferred from mutant phenotype /// 0010745 // negative regulation of macrophage derived foam cell differentiation // inferred from mutant phenotype /// 0010875 // positive regulation of cholesterol efflux // inferred from mutant phenotype /// 0010888 // negative regulation of lipid storage // inferred from mutant phenotype /// 0016032 // viral process // inferred from electronic annotation /// 0019048 // modulation by virus of host morphology or physiology // inferred from electronic annotation /// 0031663 // lipopolysaccharide-mediated signaling pathway // inferred from electronic annotation /// 0032088 // negative regulation of NF-kappaB transcription factor activity // inferred from direct assay /// 0032270 // positive regulation of cellular protein metabolic process // inferred from mutant phenotype /// 0032481 // positive regulation of type I interferon production // traceable author statement /// 0032495 // response to muramyl dipeptide // inferred from electronic annotation /// 0032496 // response to lipopolysaccharide // inferred from electronic annotation /// 0034134 // toll-like receptor 2 signaling pathway // traceable author statement /// 0034138 // toll-like receptor 3 signaling pathway // traceable author statement /// 0034142 // toll-like receptor 4 signaling pathway // traceable author statement /// 0034146 // toll-like receptor 5 signaling pathway // traceable author statement /// 0034162 // toll-like receptor 9 signaling pathway // traceable author statement /// 0034166 // toll-like receptor 10 signaling pathway // traceable author statement /// 0035666 // TRIF-dependent toll-like receptor signaling pathway // traceable author statement /// 0038095 // Fc-epsilon receptor signaling pathway // traceable author statement /// 0038123 // toll-like receptor TLR1:TLR2 signaling pathway // traceable author statement /// 0038124 // toll-like receptor TLR6:TLR2 signaling pathway // traceable author statement /// 0042127 // regulation of cell proliferation // inferred from electronic annotation /// 0042345 // regulation of NF-kappaB import into nucleus // non-traceable author statement /// 0042994 // cytoplasmic sequestering of transcription factor // inferred from direct assay /// 0043066 // negative regulation of apoptotic process // traceable author statement /// 0043330 // response to exogenous dsRNA // inferred from electronic annotation /// 0043392 // negative regulation of DNA binding // non-traceable author statement /// 0045087 // innate immune response // traceable author statement /// 0045638 // negative regulation of myeloid cell differentiation // inferred from electronic annotation /// 0045746 // negative regulation of Notch signaling pathway // inferred from electronic annotation /// 0045893 // positive regulation of transcription, DNA-templated // inferred from electronic annotation /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0048011 // neurotrophin TRK receptor signaling pathway // traceable author statement /// 0050852 // T cell receptor signaling pathway // traceable author statement /// 0051092 // positive regulation of NF-kappaB transcription factor activity // traceable author statement /// 0070417 // cellular response to cold // non-traceable author statement /// 0070427 // nucleotide-binding oligomerization domain containing 1 signaling pathway // inferred from electronic annotation /// 0070431 // nucleotide-binding oligomerization domain containing 2 signaling pathway // inferred from electronic annotation"
"169","7111","TMOD1",0.720979378642941,0.0042586776857763,"0006936 // muscle contraction // inferred from electronic annotation /// 0008344 // adult locomotory behavior // inferred from electronic annotation /// 0030049 // muscle filament sliding // traceable author statement /// 0030239 // myofibril assembly // inferred from electronic annotation"
"170","9037","SEMA5A",-0.778323616713723,0.0042586776857763,"0001569 // patterning of blood vessels // inferred from electronic annotation /// 0001938 // positive regulation of endothelial cell proliferation // inferred from sequence or structural similarity /// 0002043 // blood vessel endothelial cell proliferation involved in sprouting angiogenesis // inferred from sequence or structural similarity /// 0007155 // cell adhesion // traceable author statement /// 0007162 // negative regulation of cell adhesion // inferred from sequence or structural similarity /// 0007267 // cell-cell signaling // traceable author statement /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007399 // nervous system development // traceable author statement /// 0007411 // axon guidance // traceable author statement /// 0007413 // axonal fasciculation // inferred from sequence or structural similarity /// 0021536 // diencephalon development // inferred from sequence or structural similarity /// 0030154 // cell differentiation // inferred from electronic annotation /// 0030836 // positive regulation of actin filament depolymerization // inferred from sequence or structural similarity /// 0035413 // positive regulation of catenin import into nucleus // inferred from sequence or structural similarity /// 0045766 // positive regulation of angiogenesis // inferred from sequence or structural similarity /// 0048754 // branching morphogenesis of an epithelial tube // inferred from electronic annotation /// 0048842 // positive regulation of axon extension involved in axon guidance // inferred from sequence or structural similarity /// 0048843 // negative regulation of axon extension involved in axon guidance // inferred from sequence or structural similarity /// 0050918 // positive chemotaxis // inferred from sequence or structural similarity /// 0051897 // positive regulation of protein kinase B signaling // inferred from sequence or structural similarity /// 0060326 // cell chemotaxis // inferred from sequence or structural similarity /// 1990256 // signal clustering // inferred from sequence or structural similarity /// 2000352 // negative regulation of endothelial cell apoptotic process // inferred from sequence or structural similarity /// 2001028 // positive regulation of endothelial cell chemotaxis // inferred from sequence or structural similarity"
"171","10124","ARL4A",-0.901733459614349,0.0042586776857763,"0006184 // GTP catabolic process // inferred from electronic annotation /// 0006886 // intracellular protein transport // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0050873 // brown fat cell differentiation // inferred from electronic annotation"
"172","6934","TCF7L2",0.674937124246212,0.00429779334287308,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0001568 // blood vessel development // inferred from mutant phenotype /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0007050 // cell cycle arrest // inferred from mutant phenotype /// 0007420 // brain development // not recorded /// 0008283 // cell proliferation // inferred from mutant phenotype /// 0009749 // response to glucose // inferred from sequence or structural similarity /// 0010909 // positive regulation of heparan sulfate proteoglycan biosynthetic process // inferred from mutant phenotype /// 0014003 // oligodendrocyte development // inferred from electronic annotation /// 0016055 // Wnt signaling pathway // inferred from electronic annotation /// 0021915 // neural tube development // inferred from electronic annotation /// 0021983 // pituitary gland development // inferred from electronic annotation /// 0030282 // bone mineralization // inferred from electronic annotation /// 0030514 // negative regulation of BMP signaling pathway // inferred from electronic annotation /// 0030538 // embryonic genitalia morphogenesis // inferred from electronic annotation /// 0031016 // pancreas development // traceable author statement /// 0031641 // regulation of myelination // inferred from electronic annotation /// 0032024 // positive regulation of insulin secretion // inferred from direct assay /// 0032024 // positive regulation of insulin secretion // inferred from mutant phenotype /// 0032092 // positive regulation of protein binding // inferred from direct assay /// 0032252 // secretory granule localization // inferred from electronic annotation /// 0032350 // regulation of hormone metabolic process // inferred from direct assay /// 0035019 // somatic stem cell maintenance // inferred from electronic annotation /// 0035411 // catenin import into nucleus // inferred from electronic annotation /// 0040037 // negative regulation of fibroblast growth factor receptor signaling pathway // inferred from electronic annotation /// 0042475 // odontogenesis of dentin-containing tooth // inferred from electronic annotation /// 0042593 // glucose homeostasis // inferred from direct assay /// 0043065 // positive regulation of apoptotic process // inferred from electronic annotation /// 0043433 // negative regulation of sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0043570 // maintenance of DNA repeat elements // inferred from mutant phenotype /// 0043588 // skin development // inferred from electronic annotation /// 0044334 // canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition // inferred from mutant phenotype /// 0045444 // fat cell differentiation // inferred from direct assay /// 0045599 // negative regulation of fat cell differentiation // inferred from electronic annotation /// 0045892 // negative regulation of transcription, DNA-templated // inferred from direct assay /// 0045892 // negative regulation of transcription, DNA-templated // inferred from mutant phenotype /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0046621 // negative regulation of organ growth // inferred from electronic annotation /// 0046827 // positive regulation of protein export from nucleus // inferred from mutant phenotype /// 0048557 // embryonic digestive tract morphogenesis // inferred from electronic annotation /// 0048619 // embryonic hindgut morphogenesis // inferred from electronic annotation /// 0048625 // myoblast fate commitment // inferred from direct assay /// 0048641 // regulation of skeletal muscle tissue development // inferred from electronic annotation /// 0048660 // regulation of smooth muscle cell proliferation // inferred from mutant phenotype /// 0048699 // generation of neurons // not recorded /// 0048713 // regulation of oligodendrocyte differentiation // inferred from electronic annotation /// 0050679 // positive regulation of epithelial cell proliferation // inferred from electronic annotation /// 0051897 // positive regulation of protein kinase B signaling // inferred from mutant phenotype /// 0060070 // canonical Wnt signaling pathway // inferred by curator /// 0060325 // face morphogenesis // inferred from electronic annotation /// 0061178 // regulation of insulin secretion involved in cellular response to glucose stimulus // inferred from electronic annotation /// 0090090 // negative regulation of canonical Wnt signaling pathway // inferred from mutant phenotype /// 2000675 // negative regulation of type B pancreatic cell apoptotic process // inferred from direct assay /// 2001237 // negative regulation of extrinsic apoptotic signaling pathway // inferred from direct assay"
"173","79718","TBL1XR1",-0.769702113533403,0.00429779334287308,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0007219 // Notch signaling pathway // traceable author statement /// 0016568 // chromatin modification // inferred from electronic annotation /// 0043161 // proteasome-mediated ubiquitin-dependent protein catabolic process // inferred from sequence or structural similarity /// 0044255 // cellular lipid metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0045892 // negative regulation of transcription, DNA-templated // inferred from electronic annotation /// 0045893 // positive regulation of transcription, DNA-templated // inferred from direct assay /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0060070 // canonical Wnt signaling pathway // inferred from mutant phenotype"
"174","11000","SLC27A3",-0.753146631493977,0.00429779334287308,"0006629 // lipid metabolic process // inferred from electronic annotation /// 0006631 // fatty acid metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation"
"175","5321","PLA2G4A",-1.13435986774643,0.00429779334287308,"0006629 // lipid metabolic process // inferred from electronic annotation /// 0006644 // phospholipid metabolic process // traceable author statement /// 0006654 // phosphatidic acid biosynthetic process // traceable author statement /// 0006663 // platelet activating factor biosynthetic process // non-traceable author statement /// 0006690 // icosanoid metabolic process // non-traceable author statement /// 0007596 // blood coagulation // traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation /// 0009395 // phospholipid catabolic process // inferred from electronic annotation /// 0016042 // lipid catabolic process // inferred from electronic annotation /// 0019369 // arachidonic acid metabolic process // traceable author statement /// 0030168 // platelet activation // traceable author statement /// 0035965 // cardiolipin acyl-chain remodeling // traceable author statement /// 0036148 // phosphatidylglycerol acyl-chain remodeling // traceable author statement /// 0036149 // phosphatidylinositol acyl-chain remodeling // traceable author statement /// 0036150 // phosphatidylserine acyl-chain remodeling // traceable author statement /// 0036151 // phosphatidylcholine acyl-chain remodeling // traceable author statement /// 0036152 // phosphatidylethanolamine acyl-chain remodeling // traceable author statement /// 0042127 // regulation of cell proliferation // inferred from electronic annotation /// 0044281 // small molecule metabolic process // traceable author statement /// 0046456 // icosanoid biosynthetic process // inferred from electronic annotation /// 0046474 // glycerophospholipid biosynthetic process // traceable author statement /// 0050482 // arachidonic acid secretion // inferred from electronic annotation /// 0071236 // cellular response to antibiotic // inferred from electronic annotation"
"176","4287","ATXN3",-0.968770433517676,0.00429779334287308,"0000226 // microtubule cytoskeleton organization // inferred from mutant phenotype /// 0006289 // nucleotide-excision repair // traceable author statement /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006508 // proteolysis // inferred from electronic annotation /// 0006515 // misfolded or incompletely synthesized protein catabolic process // inferred from sequence or structural similarity /// 0007268 // synaptic transmission // traceable author statement /// 0007399 // nervous system development // traceable author statement /// 0008219 // cell death // inferred from electronic annotation /// 0010810 // regulation of cell-substrate adhesion // inferred from mutant phenotype /// 0030036 // actin cytoskeleton organization // inferred from mutant phenotype /// 0034605 // cellular response to heat // inferred from electronic annotation /// 0035520 // monoubiquitinated protein deubiquitination // inferred from sequence or structural similarity /// 0035640 // exploration behavior // inferred from electronic annotation /// 0043161 // proteasome-mediated ubiquitin-dependent protein catabolic process // inferred from sequence or structural similarity /// 0045104 // intermediate filament cytoskeleton organization // inferred from mutant phenotype /// 0070536 // protein K63-linked deubiquitination // inferred from direct assay /// 0070932 // histone H3 deacetylation // inferred from electronic annotation /// 0071108 // protein K48-linked deubiquitination // inferred from direct assay /// 0071218 // cellular response to misfolded protein // inferred from sequence or structural similarity"
"177","7078","TIMP3",0.743397478934207,0.00437690185793529,"0007601 // visual perception // inferred from electronic annotation /// 0010466 // negative regulation of peptidase activity // inferred from electronic annotation /// 0010951 // negative regulation of endopeptidase activity // inferred from electronic annotation /// 0010951 // negative regulation of endopeptidase activity // traceable author statement /// 0050896 // response to stimulus // inferred from electronic annotation /// 0051045 // negative regulation of membrane protein ectodomain proteolysis // inferred from mutant phenotype /// 0071310 // cellular response to organic substance // inferred from electronic annotation /// 0097190 // apoptotic signaling pathway // non-traceable author statement"
"178","8706","B3GALNT1",-0.701959556043066,0.00439182734952457,"0006486 // protein glycosylation // inferred from electronic annotation /// 0009312 // oligosaccharide biosynthetic process // inferred from electronic annotation"
"179","10650","SLMO1",0.802894901334927,0.00448109821442011,"0015914 // phospholipid transport // not recorded"
"180","8555","CDC14B",-0.686703363556321,0.00451873715813218,"0002576 // platelet degranulation // traceable author statement /// 0006281 // DNA repair // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006470 // protein dephosphorylation // inferred from mutant phenotype /// 0006470 // protein dephosphorylation // non-traceable author statement /// 0006974 // cellular response to DNA damage stimulus // inferred from electronic annotation /// 0007596 // blood coagulation // traceable author statement /// 0016311 // dephosphorylation // inferred from electronic annotation /// 0030168 // platelet activation // traceable author statement /// 0031572 // G2 DNA damage checkpoint // inferred from direct assay /// 0035335 // peptidyl-tyrosine dephosphorylation // inferred from direct assay /// 0035335 // peptidyl-tyrosine dephosphorylation // inferred from electronic annotation /// 0043392 // negative regulation of DNA binding // inferred from direct assay /// 0051488 // activation of anaphase-promoting complex activity // inferred from mutant phenotype /// 0071260 // cellular response to mechanical stimulus // inferred from electronic annotation /// 0071260 // cellular response to mechanical stimulus // inferred from sequence or structural similarity"
"181","643733","LOC643733",-0.919941870034033,0.00451873715813218,"0006508 // proteolysis // inferred from electronic annotation /// 0006915 // apoptotic process // inferred from electronic annotation /// 0006915 // apoptotic process // traceable author statement /// 0035234 // ectopic germ cell programmed cell death // inferred from electronic annotation /// 0042981 // regulation of apoptotic process // inferred from electronic annotation /// 0050718 // positive regulation of interleukin-1 beta secretion // inferred from electronic annotation /// 0050727 // regulation of inflammatory response //  /// 0070269 // pyroptosis // inferred from electronic annotation /// 0097194 // execution phase of apoptosis //"
"182","3399","ID3",0.991929432360851,0.00451873715813218,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from electronic annotation /// 0001656 // metanephros development // inferred from electronic annotation /// 0006275 // regulation of DNA replication // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0007275 // multicellular organismal development // traceable author statement /// 0007417 // central nervous system development // inferred from electronic annotation /// 0007507 // heart development // inferred from electronic annotation /// 0007517 // muscle organ development // inferred from electronic annotation /// 0009611 // response to wounding // inferred from electronic annotation /// 0030182 // neuron differentiation // inferred from electronic annotation /// 0030855 // epithelial cell differentiation // inferred from electronic annotation /// 0030903 // notochord development // inferred from electronic annotation /// 0042476 // odontogenesis // inferred from electronic annotation /// 0043065 // positive regulation of apoptotic process // inferred from electronic annotation /// 0043433 // negative regulation of sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0045668 // negative regulation of osteoblast differentiation // inferred from electronic annotation /// 0045892 // negative regulation of transcription, DNA-templated // inferred from direct assay /// 0051726 // regulation of cell cycle // inferred from electronic annotation"
"183","79695","GALNT12",-0.660381538513225,0.00463971345359988,"0006486 // protein glycosylation // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0016266 // O-glycan processing // traceable author statement /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement"
"184","117178","SSX2IP",-0.725310764058271,0.00474949899624315,"0007155 // cell adhesion // inferred from electronic annotation /// 0035020 // regulation of Rac protein signal transduction // inferred from electronic annotation /// 0051297 // centrosome organization // inferred from mutant phenotype /// 2000145 // regulation of cell motility // inferred from electronic annotation"
"185","26010","SPATS2L",0.662942522450346,0.00485683277095514,""
"186","9643","MORF4L2",-0.836804547908098,0.00495663160905436,"0006281 // DNA repair // inferred from electronic annotation /// 0006325 // chromatin organization // traceable author statement /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006974 // cellular response to DNA damage stimulus // inferred from electronic annotation /// 0016568 // chromatin modification // inferred from electronic annotation /// 0040008 // regulation of growth // inferred from electronic annotation /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from electronic annotation /// 0051155 // positive regulation of striated muscle cell differentiation // inferred from electronic annotation"
"187","23151","GRAMD4",0.786407194516947,0.0050413674787222,"0006915 // apoptotic process // inferred from electronic annotation"
"188","9948","WDR1",-0.675579079591383,0.00512102631634247,"0002576 // platelet degranulation // traceable author statement /// 0007596 // blood coagulation // traceable author statement /// 0007605 // sensory perception of sound // traceable author statement /// 0030168 // platelet activation // traceable author statement"
"189","9077","DIRAS3",-0.736895903880038,0.00526795885803028,"0000079 // regulation of cyclin-dependent protein serine/threonine kinase activity // traceable author statement /// 0006184 // GTP catabolic process // inferred from electronic annotation /// 0006349 // regulation of gene expression by genetic imprinting // traceable author statement /// 0007165 // signal transduction // inferred from electronic annotation /// 0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation"
"190","7052","TGM2",0.792719662945276,0.00540960631154257,"0001974 // blood vessel remodeling // inferred from electronic annotation /// 0007200 // phospholipase C-activating G-protein coupled receptor signaling pathway // inferred from electronic annotation /// 0018149 // peptide cross-linking // inferred from electronic annotation /// 0018153 // isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine // inferred from electronic annotation /// 0032471 // negative regulation of endoplasmic reticulum calcium ion concentration // inferred from mutant phenotype /// 0043065 // positive regulation of apoptotic process // inferred from mutant phenotype /// 0043123 // positive regulation of I-kappaB kinase/NF-kappaB signaling // inferred from electronic annotation /// 0043277 // apoptotic cell clearance // inferred from direct assay /// 0045785 // positive regulation of cell adhesion // inferred from sequence or structural similarity /// 0048661 // positive regulation of smooth muscle cell proliferation // inferred from electronic annotation /// 0050729 // positive regulation of inflammatory response // inferred from electronic annotation /// 0051260 // protein homooligomerization // inferred from electronic annotation /// 0051482 // positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway // inferred from electronic annotation /// 0051561 // positive regulation of mitochondrial calcium ion concentration // inferred from mutant phenotype /// 0060445 // branching involved in salivary gland morphogenesis // inferred from electronic annotation /// 0060662 // salivary gland cavitation // inferred from electronic annotation"
"191","4121","MAN1A1",0.654388738878341,0.00541904850545335,"0006486 // protein glycosylation // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0018279 // protein N-linked glycosylation via asparagine // traceable author statement /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement"
"192","11057","ABHD2",-0.675554941727036,0.00545151854675321,"0008152 // metabolic process // inferred from electronic annotation /// 0009611 // response to wounding // inferred from electronic annotation /// 0030336 // negative regulation of cell migration // inferred from electronic annotation"
"193","6907","TBL1X",-0.765680413713201,0.00545151854675321,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from electronic annotation /// 0006508 // proteolysis // inferred from mutant phenotype /// 0007219 // Notch signaling pathway // traceable author statement /// 0007605 // sensory perception of sound // inferred from mutant phenotype /// 0043161 // proteasome-mediated ubiquitin-dependent protein catabolic process // inferred from sequence or structural similarity /// 0043627 // response to estrogen // inferred from electronic annotation /// 0044255 // cellular lipid metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0045444 // fat cell differentiation // inferred from electronic annotation /// 0045892 // negative regulation of transcription, DNA-templated // inferred from electronic annotation /// 0045893 // positive regulation of transcription, DNA-templated // inferred from direct assay /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0048545 // response to steroid hormone // inferred from electronic annotation /// 0060070 // canonical Wnt signaling pathway // inferred from mutant phenotype"
"194","2184","FAH",0.703551832493932,0.00545151854675321,"0006527 // arginine catabolic process // inferred from electronic annotation /// 0006559 // L-phenylalanine catabolic process // inferred from electronic annotation /// 0006559 // L-phenylalanine catabolic process // traceable author statement /// 0006572 // tyrosine catabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0009072 // aromatic amino acid family metabolic process // inferred from electronic annotation /// 0034641 // cellular nitrogen compound metabolic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement"
"195","285590","SH3PXD2B",0.680751149230516,0.00545151854675321,"0001501 // skeletal system development // inferred from mutant phenotype /// 0001654 // eye development // inferred from mutant phenotype /// 0006801 // superoxide metabolic process // inferred from direct assay /// 0007154 // cell communication // inferred from electronic annotation /// 0007507 // heart development // inferred from mutant phenotype /// 0022617 // extracellular matrix disassembly // inferred from mutant phenotype /// 0030154 // cell differentiation // inferred from electronic annotation /// 0045600 // positive regulation of fat cell differentiation // inferred from electronic annotation /// 0060348 // bone development // inferred from mutant phenotype /// 0060612 // adipose tissue development // inferred from sequence or structural similarity /// 0071800 // podosome assembly // inferred from sequence or structural similarity /// 0072657 // protein localization to membrane // inferred from direct assay"
"196","84441","MAML2",0.700977426048223,0.00545151854675321,"0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006367 // transcription initiation from RNA polymerase II promoter // traceable author statement /// 0007219 // Notch signaling pathway // inferred from direct assay /// 0007219 // Notch signaling pathway // traceable author statement /// 0010467 // gene expression // traceable author statement /// 0016032 // viral process // inferred from electronic annotation /// 0032793 // positive regulation of CREB transcription factor activity // inferred from electronic annotation /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0051289 // protein homotetramerization // inferred from electronic annotation"
"197","9734","HDAC9",-0.917406675976141,0.00545151854675321,"0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006954 // inflammatory response // traceable author statement /// 0007219 // Notch signaling pathway // traceable author statement /// 0007507 // heart development // inferred from sequence or structural similarity /// 0008152 // metabolic process // inferred from electronic annotation /// 0016568 // chromatin modification // inferred from electronic annotation /// 0016575 // histone deacetylation // inferred from direct assay /// 0030183 // B cell differentiation // traceable author statement /// 0032869 // cellular response to insulin stimulus // inferred from direct assay /// 0034983 // peptidyl-lysine deacetylation // inferred from direct assay /// 0042113 // B cell activation // traceable author statement /// 0045892 // negative regulation of transcription, DNA-templated // inferred from direct assay /// 0048742 // regulation of skeletal muscle fiber development // inferred from sequence or structural similarity /// 0051153 // regulation of striated muscle cell differentiation // inferred from sequence or structural similarity /// 0070932 // histone H3 deacetylation // inferred from direct assay /// 0070933 // histone H4 deacetylation // inferred from direct assay /// 0090050 // positive regulation of cell migration involved in sprouting angiogenesis // inferred from mutant phenotype"
"198","11037","STON1",-0.806444390224441,0.00548352876874186,"0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // traceable author statement /// 0006367 // transcription initiation from RNA polymerase II promoter // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006886 // intracellular protein transport // inferred from electronic annotation /// 0006897 // endocytosis // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0016192 // vesicle-mediated transport // inferred from electronic annotation /// 0030100 // regulation of endocytosis // inferred from direct assay /// 0050890 // cognition // inferred from mutant phenotype"
"199","55568","GALNT10",-0.823300780307677,0.00548352876874186,"0006486 // protein glycosylation // inferred from electronic annotation /// 0006493 // protein O-linked glycosylation // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0016266 // O-glycan processing // traceable author statement /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement"
"200","55529","TMEM55A",-0.715971434531359,0.00552424611069705,"0008152 // metabolic process // inferred from electronic annotation"
"201","23074","UHRF1BP1L",0.67848721545701,0.00552424611069705,""
"202","5734","PTGER4",-1.088107879447,0.00552424611069705,"0006955 // immune response // inferred from expression pattern /// 0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation /// 0007188 // adenylate cyclase-modulating G-protein coupled receptor signaling pathway // inferred from direct assay /// 0007254 // JNK cascade // inferred from sequence or structural similarity /// 0009612 // response to mechanical stimulus // inferred from expression pattern /// 0030278 // regulation of ossification // inferred from electronic annotation /// 0032496 // response to lipopolysaccharide // inferred from electronic annotation /// 0033624 // negative regulation of integrin activation // inferred from direct assay /// 0042093 // T-helper cell differentiation // inferred from sequence or structural similarity /// 0050710 // negative regulation of cytokine secretion // inferred from sequence or structural similarity /// 0050715 // positive regulation of cytokine secretion // inferred from sequence or structural similarity /// 0050728 // negative regulation of inflammatory response // inferred from direct assay /// 0050729 // positive regulation of inflammatory response // inferred from sequence or structural similarity /// 0051492 // regulation of stress fiber assembly // inferred from sequence or structural similarity /// 0060348 // bone development // inferred from sequence or structural similarity /// 0070371 // ERK1 and ERK2 cascade // inferred from sequence or structural similarity /// 0071260 // cellular response to mechanical stimulus // inferred from sequence or structural similarity /// 2000420 // negative regulation of eosinophil extravasation // inferred from direct assay"
"203","5603","MAPK13",0.633829232372926,0.00552424611069705,"0000165 // MAPK cascade // inferred from direct assay /// 0000165 // MAPK cascade // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006468 // protein phosphorylation // inferred from electronic annotation /// 0006950 // response to stress // inferred from direct assay /// 0006970 // response to osmotic stress // inferred from direct assay /// 0007049 // cell cycle // inferred from electronic annotation /// 0007265 // Ras protein signal transduction // traceable author statement /// 0016310 // phosphorylation // inferred from electronic annotation /// 0018105 // peptidyl-serine phosphorylation // inferred from direct assay /// 0032755 // positive regulation of interleukin-6 production // inferred from mutant phenotype /// 0035556 // intracellular signal transduction // inferred from direct assay /// 0048011 // neurotrophin TRK receptor signaling pathway // traceable author statement /// 0050729 // positive regulation of inflammatory response // inferred by curator"
